Organisationsname,Straße,Postleitzahl,Stadt,Bildungsbereich,Tag(s),Schultyp,Bundesland,Land,Änderungsdatum
Julius-Motteler-Gymnasium Crimmitschau,Lindenstraße 6,8451,Crimmitschau,,"Ehrung_2014,MINT-EC,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SN,Deutschland,2020-05-18 08:03:53
Pestalozzi-Gymnasium Heidenau,Hauptstraße 37,1809,Heidenau,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SN,Deutschland,2020-05-27 18:23:24
"Arwed-Rossbach-Schule, Berufliches Schulzentrum der Stadt Leipzig",Am Kleinen Feld 3/5,4205,Leipzig,,"Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,Bewerbung Digitale Schule 2019,Erstbewerber MINT 2019,Vorbewertung 2019 erfolgt,Ehrung_2019,Digitale Schule Ehrung 2019,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,04 keine Digital Ehrung 2020,00 bearbeitet von Solka","Berufliches Gymnasium, Berufsschule",SN,Deutschland,2020-05-06 11:18:48
Helmholtzschule-Oberschule der Stadt Leipzig,Endersstraße 18,4177,Leipzig,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Oberschule,SN,Deutschland,2020-08-06 15:48:35
Colégio Humboldt São Paulo,"Avenida Alberto Kuhlmann, 525",04784-010,São Paulo,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Deutsche Auslandsschule,SP,Brasilien,2020-05-29 21:13:28
Christian-Wolff-Gymnasium Halle/Saale,Kastanienallee 2,6124,Halle (Saale),,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Import 21.4.17,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,ST,Deutschland,2020-08-06 15:56:25
Elisabeth-Gymnasium Halle/Saale,Murmansker Str. 14,6130,Halle/Saale,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,ST,Deutschland,2020-05-12 15:50:43
Sekundarschule Jessen-Nord,Straße der Jugend 9,6917,Jessen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,ST,Deutschland,2020-05-27 08:59:02
"Staatliche Regelschule ""Wilhelm Hey"" Ichtershausen",Schulstraße 22,99334,Ichtershausen,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Regelschule,TH,Deutschland,2020-05-15 08:49:10
"Hennebergisches Gymnasium ""Georg Ernst"" Schleusingen",Klosterstraße 2 - 4,98553,Schleusingen,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-05-25 11:56:33
Friedrich-Schiller-Gymnasium Weimar,Thomas-Mann-Straße 2,99423,Weimar,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-04-27 07:51:25
Georg-Samuel-Dörffel-Gymnasium Weida,Ernst-Thälmann-Straße 23,7570,Weida,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-05-28 09:41:37
"Staatliche Regelschule ""Gerhart-Hauptmann"" Roßleben",Glück-Auf-Straße 11,6571,Roßleben,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Unesco Projektschule,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Regelschule,TH,Deutschland,2018-09-11 13:43:52
Staatliche Grundschule Rastenberg,Kirchallee 4,99636,Rastenberg,Primarbereich,"Bewerbung MINT 2014,Bewerbung MINT 2015,Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,TH,Deutschland,2020-05-24 14:41:34
Grundschule am Steigerwald Erfurt,Goethestr. 72,99096,Erfurt,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,TH,Deutschland,2020-04-28 11:30:50
Heinrich-Böll-Gymnasium Saalfeld,Sonneberger Straße 15,7318,Saalfeld,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-05-31 16:22:58
Staatliches Gymnasium Albert Schweitzer Ruhla,Bermbachtal 24,99842,Ruhla,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-05-27 15:22:25
Kyffhäuser-Gymnasium Bad Frankenhausen,Bahnhofstraße 5a,6567,Bad Frankenhausen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,TH,Deutschland,2020-05-15 11:33:16
Staatliche Gemeinschaftsschule Tonna,Fahnerscher Weg 1,99958,Tonna,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gemeinschaftsschule,TH,Deutschland,2020-05-29 14:11:10
